,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Date,DateTime
1294,11:30:00,82,79,89,5,9, 0 mph,29.79, 0.0 in,2022-10-09,2022-10-09 11:30:00
1295,12:00:00,84,79,84,2,7, 0 mph,29.79, 0.0 in,2022-10-09,2022-10-09 12:00:00
1296,12:30:00,86,79,79,2,8, 0 mph,29.79, 0.0 in,2022-10-09,2022-10-09 12:30:00
1297,13:00:00,86,77,74,14,2, 0 mph,29.79, 0.0 in,2022-10-09,2022-10-09 13:00:00
1298,13:30:00,88,79,75,14,2, 0 mph,29.76, 0.0 in,2022-10-09,2022-10-09 13:30:00
1299,14:00:00,86,79,79,13,6, 0 mph,29.76, 0.0 in,2022-10-09,2022-10-09 14:00:00
1300,14:30:00,86,79,79,14,2, 0 mph,29.73, 0.0 in,2022-10-09,2022-10-09 14:30:00
1301,15:00:00,86,81,84,15,5, 0 mph,29.73, 0.0 in,2022-10-09,2022-10-09 15:00:00
1302,15:30:00,86,79,79,15,7, 0 mph,29.7, 0.0 in,2022-10-09,2022-10-09 15:30:00
1303,16:00:00,86,79,79,13,7, 0 mph,29.73, 0.0 in,2022-10-09,2022-10-09 16:00:00
1304,16:30:00,84,79,84,12,9, 0 mph,29.73, 0.0 in,2022-10-09,2022-10-09 16:30:00
1305,17:00:00,84,79,84,13,8, 0 mph,29.76, 0.0 in,2022-10-09,2022-10-09 17:00:00
1306,17:30:00,82,79,89,12,7, 0 mph,29.76, 0.0 in,2022-10-09,2022-10-09 17:30:00
1307,18:00:00,82,79,89,12,9, 0 mph,29.76, 0.0 in,2022-10-09,2022-10-09 18:00:00
1308,18:30:00,82,77,84,12,7, 0 mph,29.79, 0.0 in,2022-10-09,2022-10-09 18:30:00
1309,19:00:00,82,79,89,9,7, 0 mph,29.82, 0.0 in,2022-10-09,2022-10-09 19:00:00
1310,19:30:00,82,79,89,9,5, 0 mph,29.82, 0.0 in,2022-10-09,2022-10-09 19:30:00
1311,20:00:00,82,79,89,9,5, 0 mph,29.85, 0.0 in,2022-10-09,2022-10-09 20:00:00
1312,20:30:00,82,79,89,9,5, 0 mph,29.85, 0.0 in,2022-10-09,2022-10-09 20:30:00
1313,21:00:00,82,79,89,14,3, 0 mph,29.85, 0.0 in,2022-10-09,2022-10-09 21:00:00
1314,21:30:00,81,79,94,14,3, 0 mph,29.85, 0.0 in,2022-10-09,2022-10-09 21:30:00
1315,22:00:00,81,79,94,14,2, 0 mph,29.88, 0.0 in,2022-10-09,2022-10-09 22:00:00
1316,22:30:00,81,79,94,14,1, 0 mph,29.88, 0.0 in,2022-10-09,2022-10-09 22:30:00
1317,23:00:00,81,79,94,14,2, 0 mph,29.88, 0.0 in,2022-10-09,2022-10-09 23:00:00
1318,23:30:00,81,79,94,14,2, 0 mph,29.85, 0.0 in,2022-10-09,2022-10-09 23:30:00
1319,00:00:00,79,79,100,14,3, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 00:00:00
1320,00:30:00,79,77,94,7,3, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 00:30:00
1321,01:00:00,79,77,94,14,3, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 01:00:00
1322,01:30:00,79,77,94,7,3, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 01:30:00
1323,02:00:00,79,77,94,4,7, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 02:00:00
1324,02:30:00,79,77,94,7,6, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 02:30:00
1325,03:00:00,79,77,94,4,6, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 03:00:00
1326,03:30:00,79,77,94,4,6, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 03:30:00
1327,04:00:00,79,77,94,4,6, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 04:00:00
1328,04:30:00,79,77,94,4,6, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 04:30:00
1329,05:00:00,77,77,100,4,5, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 05:00:00
1330,05:30:00,77,75,94,4,7, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 05:30:00
1331,06:00:00,77,77,100,14,1, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 06:00:00
1332,06:30:00,79,77,94,14,3, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 06:30:00
1333,07:00:00,79,77,94,6,5, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 07:00:00
1334,07:30:00,82,77,84,14,3, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 07:30:00
1335,08:00:00,81,77,89,7,6, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 08:00:00
1336,08:30:00,81,77,89,8,7, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 08:30:00
1337,09:00:00,82,77,84,16,5, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 09:00:00
1338,09:30:00,82,79,89,16,8, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 09:30:00
1339,10:00:00,82,79,89,16,6, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 10:00:00
1340,10:30:00,84,79,84,8,6, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 10:30:00
1341,11:00:00,82,77,84,16,9, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 11:00:00
1342,11:30:00,79,77,94,14,5, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 11:30:00
1343,12:00:00,79,79,100,15,7, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 12:00:00
1344,12:30:00,79,79,100,15,8, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 12:30:00
1345,13:00:00,79,77,94,17,9, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 13:00:00
1346,13:30:00,79,77,94,17,9, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 13:30:00
1347,14:00:00,79,77,94,13,7, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 14:00:00
1348,14:30:00,77,77,100,17,3, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 14:30:00
1349,15:00:00,77,77,100,14,2, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 15:00:00
1350,15:30:00,77,77,100,0,0, 0 mph,29.73, 0.0 in,2022-10-08,2022-10-08 15:30:00
1351,16:00:00,79,77,94,5,5, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 16:00:00
1352,16:30:00,79,77,94,2,6, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 16:30:00
1353,17:00:00,79,77,94,14,1, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 17:00:00
1354,17:30:00,79,77,94,14,3, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 17:30:00
1355,18:00:00,77,77,100,14,1, 0 mph,29.76, 0.0 in,2022-10-08,2022-10-08 18:00:00
1356,18:30:00,77,77,100,14,3, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 18:30:00
1357,19:00:00,77,77,100,2,5, 0 mph,29.79, 0.0 in,2022-10-08,2022-10-08 19:00:00
1358,19:30:00,77,77,100,2,5, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 19:30:00
1359,20:00:00,77,77,100,14,3, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 20:00:00
1360,20:30:00,77,77,100,14,3, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 20:30:00
1361,21:00:00,77,77,100,14,1, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 21:00:00
1362,21:30:00,77,77,100,14,1, 0 mph,29.82, 0.0 in,2022-10-08,2022-10-08 21:30:00
1363,22:00:00,77,75,94,14,2, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 22:00:00
1364,22:30:00,77,75,94,14,2, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 22:30:00
1365,23:00:00,77,77,100,14,2, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 23:00:00
1366,23:30:00,77,77,100,14,2, 0 mph,29.85, 0.0 in,2022-10-08,2022-10-08 23:30:00
1367,00:00:00,79,77,94,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 00:00:00
1368,00:30:00,79,77,94,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 00:30:00
1369,01:00:00,79,77,94,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 01:00:00
1370,01:30:00,79,77,94,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 01:30:00
1371,02:00:00,79,77,94,14,2, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 02:00:00
1372,02:30:00,77,77,100,4,2, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 02:30:00
1373,03:00:00,77,77,100,4,1, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 03:00:00
1374,03:30:00,77,77,100,14,2, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 03:30:00
1375,04:00:00,77,77,100,6,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 04:00:00
1376,04:30:00,77,77,100,14,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 04:30:00
1377,05:00:00,77,77,100,14,1, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 05:00:00
1378,05:30:00,77,77,100,14,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 05:30:00
1379,06:00:00,77,77,100,4,5, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 06:00:00
1380,06:30:00,79,77,94,14,2, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 06:30:00
1381,07:00:00,81,77,89,14,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 07:00:00
1382,07:30:00,82,77,84,14,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 07:30:00
1383,08:00:00,84,77,79,14,6, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 08:00:00
1384,08:30:00,84,77,79,4,5, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 08:30:00
1385,09:00:00,86,79,79,14,3, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 09:00:00
1386,09:30:00,88,77,70,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 09:30:00
1387,10:00:00,90,79,70,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 10:00:00
1388,10:30:00,90,77,66,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 10:30:00
1389,11:00:00,91,75,59,14,2, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 11:00:00
1390,11:30:00,90,77,66,14,2, 0 mph,29.76, 0.0 in,2022-10-07,2022-10-07 11:30:00
1391,12:00:00,91,75,59,14,3, 0 mph,29.76, 0.0 in,2022-10-07,2022-10-07 12:00:00
1392,12:30:00,91,77,63,10,3, 0 mph,29.73, 0.0 in,2022-10-07,2022-10-07 12:30:00
1393,13:00:00,93,75,56,14,6, 0 mph,29.73, 0.0 in,2022-10-07,2022-10-07 13:00:00
1394,13:30:00,93,73,52,14,3, 0 mph,29.7, 0.0 in,2022-10-07,2022-10-07 13:30:00
1395,14:00:00,91,73,55,3,6, 0 mph,29.7, 0.0 in,2022-10-07,2022-10-07 14:00:00
1396,14:30:00,81,77,89,11,18, 35 mph,29.7, 0.0 in,2022-10-07,2022-10-07 14:30:00
1397,15:00:00,81,77,89,9,8, 0 mph,29.7, 0.0 in,2022-10-07,2022-10-07 15:00:00
1398,15:30:00,81,77,89,14,2, 0 mph,29.67, 0.0 in,2022-10-07,2022-10-07 15:30:00
1399,16:00:00,82,79,89,14,2, 0 mph,29.7, 0.0 in,2022-10-07,2022-10-07 16:00:00
1400,16:30:00,84,77,79,9,5, 0 mph,29.7, 0.0 in,2022-10-07,2022-10-07 16:30:00
1401,17:00:00,84,79,84,9,5, 0 mph,29.73, 0.0 in,2022-10-07,2022-10-07 17:00:00
1402,17:30:00,84,79,84,9,5, 0 mph,29.7, 0.0 in,2022-10-07,2022-10-07 17:30:00
1403,18:00:00,84,79,84,11,7, 0 mph,29.73, 0.0 in,2022-10-07,2022-10-07 18:00:00
1404,18:30:00,84,79,84,11,8, 0 mph,29.73, 0.0 in,2022-10-07,2022-10-07 18:30:00
1405,19:00:00,84,79,84,10,6, 0 mph,29.76, 0.0 in,2022-10-07,2022-10-07 19:00:00
1406,19:30:00,82,79,89,10,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 19:30:00
1407,20:00:00,82,79,89,14,3, 0 mph,29.79, 0.0 in,2022-10-07,2022-10-07 20:00:00
1408,20:30:00,82,79,89,14,3, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 20:30:00
1409,21:00:00,82,79,89,9,5, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 21:00:00
1410,21:30:00,82,79,89,9,1, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 21:30:00
1411,22:00:00,82,79,89,14,2, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 22:00:00
1412,22:30:00,81,79,94,14,3, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 22:30:00
1413,23:00:00,81,79,94,8,5, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 23:00:00
1414,23:30:00,81,79,94,4,5, 0 mph,29.82, 0.0 in,2022-10-07,2022-10-07 23:30:00
1415,00:00:00,81,77,89,1,6, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 00:00:00
1416,00:30:00,81,77,89,1,6, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 00:30:00
1417,01:00:00,81,77,89,1,5, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 01:00:00
1418,01:30:00,81,77,89,1,5, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 01:30:00
1419,02:00:00,79,77,94,1,6, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 02:00:00
1420,02:30:00,79,77,94,5,5, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 02:30:00
1421,03:00:00,79,77,94,4,2, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 03:00:00
1422,03:30:00,79,77,94,6,5, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 03:30:00
1423,04:00:00,79,77,94,6,3, 0 mph,29.76, 0.0 in,2022-10-06,2022-10-06 04:00:00
1424,04:30:00,77,77,100,6,5, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 04:30:00
1425,05:00:00,77,77,100,14,2, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 05:00:00
1426,05:30:00,77,77,100,14,3, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 05:30:00
1427,06:00:00,77,77,100,1,5, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 06:00:00
1428,06:30:00,79,77,94,2,5, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 06:30:00
1429,07:00:00,79,77,94,14,2, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 07:00:00
1430,07:30:00,81,77,89,2,5, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 07:30:00
1431,08:00:00,82,77,84,14,3, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 08:00:00
1432,08:30:00,84,77,79,2,5, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 08:30:00
1433,09:00:00,86,77,74,1,7, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 09:00:00
1434,09:30:00,86,79,79,1,9, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 09:30:00
1435,10:00:00,88,79,75,10,8, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 10:00:00
1436,10:30:00,86,77,74,11,9, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 10:30:00
1437,11:00:00,86,75,70,10,12, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 11:00:00
1438,11:30:00,86,77,74,11,12, 0 mph,29.85, 0.0 in,2022-10-06,2022-10-06 11:30:00
1439,12:00:00,86,77,74,9,12, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 12:00:00
1440,12:30:00,84,77,79,10,12, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 12:30:00
1441,13:00:00,81,77,89,10,8, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 13:00:00
1442,13:30:00,81,79,94,10,6, 0 mph,29.76, 0.0 in,2022-10-06,2022-10-06 13:30:00
1443,14:00:00,82,79,89,10,6, 0 mph,29.73, 0.0 in,2022-10-06,2022-10-06 14:00:00
1444,14:30:00,82,79,89,10,5, 0 mph,29.73, 0.0 in,2022-10-06,2022-10-06 14:30:00
1445,15:00:00,84,77,79,14,3, 0 mph,29.73, 0.0 in,2022-10-06,2022-10-06 15:00:00
1446,15:30:00,84,77,79,10,5, 0 mph,29.73, 0.0 in,2022-10-06,2022-10-06 15:30:00
1447,16:00:00,84,77,79,14,3, 0 mph,29.73, 0.0 in,2022-10-06,2022-10-06 16:00:00
1448,16:30:00,84,77,79,14,2, 0 mph,29.73, 0.0 in,2022-10-06,2022-10-06 16:30:00
1449,17:00:00,84,79,84,12,5, 0 mph,29.76, 0.0 in,2022-10-06,2022-10-06 17:00:00
1450,17:30:00,82,79,89,9,7, 0 mph,29.76, 0.0 in,2022-10-06,2022-10-06 17:30:00
1451,18:00:00,82,79,89,12,7, 0 mph,29.76, 0.0 in,2022-10-06,2022-10-06 18:00:00
1452,18:30:00,82,77,84,13,6, 0 mph,29.76, 0.0 in,2022-10-06,2022-10-06 18:30:00
1453,19:00:00,81,77,89,13,6, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 19:00:00
1454,19:30:00,81,77,89,12,5, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 19:30:00
1455,20:00:00,81,77,89,13,5, 0 mph,29.79, 0.0 in,2022-10-06,2022-10-06 20:00:00
1456,20:30:00,81,77,89,14,2, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 20:30:00
1457,21:00:00,81,77,89,14,3, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 21:00:00
1458,21:30:00,79,77,94,14,3, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 21:30:00
1459,22:00:00,79,77,94,14,3, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 22:00:00
1460,22:30:00,79,77,94,14,3, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 22:30:00
1461,23:00:00,79,77,94,14,3, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 23:00:00
1462,23:30:00,79,77,94,14,2, 0 mph,29.82, 0.0 in,2022-10-06,2022-10-06 23:30:00
1463,00:00:00,82,79,89,10,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 00:00:00
1464,00:30:00,81,79,94,11,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 00:30:00
1465,01:00:00,81,77,89,9,3, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 01:00:00
1466,01:30:00,81,79,94,13,3, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 01:30:00
1467,02:00:00,79,77,94,4,2, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 02:00:00
1468,02:30:00,79,77,94,6,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 02:30:00
1469,03:00:00,79,77,94,4,6, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 03:00:00
1470,03:30:00,79,77,94,6,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 03:30:00
1471,04:00:00,79,77,94,4,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 04:00:00
1472,04:30:00,79,77,94,6,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 04:30:00
1473,05:00:00,77,77,100,6,3, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 05:00:00
1474,05:30:00,77,77,100,14,3, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 05:30:00
1475,06:00:00,77,77,100,14,2, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 06:00:00
1476,06:30:00,77,77,100,6,5, 0 mph,29.79, 0.0 in,2022-10-04,2022-10-04 06:30:00
1477,07:00:00,79,77,94,5,5, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 07:00:00
1478,07:30:00,81,77,89,14,3, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 07:30:00
1479,08:00:00,81,79,94,5,5, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 08:00:00
1480,08:30:00,82,77,84,5,6, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 08:30:00
1481,09:00:00,84,79,84,6,5, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 09:00:00
1482,09:30:00,84,79,84,4,5, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 09:30:00
1483,10:00:00,84,79,84,4,5, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 10:00:00
1484,10:30:00,86,79,79,14,3, 0 mph,29.82, 0.0 in,2022-10-04,2022-10-04 10:30:00
1485,11:00:00,88,79,75,5,5, 0 mph,29.79, 0.0 in,2022-10-04,2022-10-04 11:00:00
1486,11:30:00,88,79,75,2,5, 0 mph,29.79, 0.0 in,2022-10-04,2022-10-04 11:30:00
1487,12:00:00,86,77,74,2,6, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 12:00:00
1488,12:30:00,88,79,75,2,5, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 12:30:00
1489,13:00:00,88,79,75,2,5, 0 mph,29.73, 0.0 in,2022-10-04,2022-10-04 13:00:00
1490,13:30:00,90,77,66,14,3, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 13:30:00
1491,14:00:00,90,77,66,1,6, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 14:00:00
1492,14:30:00,90,77,66,10,7, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 14:30:00
1493,15:00:00,90,77,66,10,5, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 15:00:00
1494,15:30:00,90,77,66,10,9, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 15:30:00
1495,16:00:00,90,75,62,10,10, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 16:00:00
1496,16:30:00,88,75,66,3,13, 0 mph,29.7, 0.0 in,2022-10-04,2022-10-04 16:30:00
1497,17:00:00,86,73,66,3,15, 0 mph,29.73, 0.0 in,2022-10-04,2022-10-04 17:00:00
1498,17:30:00,86,75,70,3,10, 0 mph,29.73, 0.0 in,2022-10-04,2022-10-04 17:30:00
1499,18:00:00,84,73,70,3,10, 0 mph,29.73, 0.0 in,2022-10-04,2022-10-04 18:00:00
1500,18:30:00,84,75,74,3,10, 0 mph,29.73, 0.0 in,2022-10-04,2022-10-04 18:30:00
1501,19:00:00,84,75,74,1,9, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 19:00:00
1502,19:30:00,82,75,79,1,7, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 19:30:00
1503,20:00:00,84,75,74,1,9, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 20:00:00
1504,20:30:00,82,75,79,1,9, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 20:30:00
1505,21:00:00,82,75,79,3,9, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 21:00:00
1506,21:30:00,82,75,79,10,8, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 21:30:00
1507,22:00:00,82,75,79,10,8, 0 mph,29.76, 0.0 in,2022-10-04,2022-10-04 22:00:00
1508,22:30:00,82,75,79,14,3, 0 mph,29.79, 0.0 in,2022-10-04,2022-10-04 22:30:00
1509,23:00:00,81,77,89,14,3, 0 mph,29.79, 0.0 in,2022-10-04,2022-10-04 23:00:00
1510,23:30:00,81,77,89,10,5, 0 mph,29.79, 0.0 in,2022-10-04,2022-10-04 23:30:00
1511,00:00:00,81,75,84,10,5, 0 mph,29.79, 0.0 in,2022-10-05,2022-10-05 00:00:00
1512,00:30:00,81,75,84,14,2, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 00:30:00
1513,01:00:00,81,75,84,14,2, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 01:00:00
1514,01:30:00,81,75,84,10,5, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 01:30:00
1515,02:00:00,79,75,89,14,2, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 02:00:00
1516,02:30:00,77,75,94,1,3, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 02:30:00
1517,03:00:00,79,75,89,14,3, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 03:00:00
1518,03:30:00,79,77,94,14,3, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 03:30:00
1519,04:00:00,79,77,94,1,3, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 04:00:00
1520,04:30:00,79,77,94,14,1, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 04:30:00
1521,05:00:00,77,75,94,14,2, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 05:00:00
1522,05:30:00,77,75,94,14,2, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 05:30:00
1523,06:00:00,77,75,94,6,2, 0 mph,29.79, 0.0 in,2022-10-05,2022-10-05 06:00:00
1524,06:30:00,79,77,94,14,3, 0 mph,29.79, 0.0 in,2022-10-05,2022-10-05 06:30:00
1525,07:00:00,81,77,89,14,2, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 07:00:00
1526,07:30:00,82,77,84,14,3, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 07:30:00
1527,08:00:00,82,77,84,5,6, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 08:00:00
1528,08:30:00,84,77,79,14,3, 0 mph,29.85, 0.0 in,2022-10-05,2022-10-05 08:30:00
1529,09:00:00,86,77,74,1,5, 0 mph,29.85, 0.0 in,2022-10-05,2022-10-05 09:00:00
1530,09:30:00,90,77,66,2,7, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 09:30:00
1531,10:00:00,90,77,66,1,12, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 10:00:00
1532,10:30:00,90,77,66,1,12, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 10:30:00
1533,11:00:00,90,77,66,1,10, 0 mph,29.82, 0.0 in,2022-10-05,2022-10-05 11:00:00
1534,11:30:00,90,75,62,1,12, 0 mph,29.79, 0.0 in,2022-10-05,2022-10-05 11:30:00
1535,12:00:00,90,79,70,11,8, 0 mph,29.79, 0.0 in,2022-10-05,2022-10-05 12:00:00
1536,12:30:00,86,75,70,9,7, 0 mph,29.76, 0.0 in,2022-10-05,2022-10-05 12:30:00
1537,13:00:00,88,75,66,9,6, 0 mph,29.73, 0.0 in,2022-10-05,2022-10-05 13:00:00
1538,13:30:00,90,75,62,10,8, 0 mph,29.73, 0.0 in,2022-10-05,2022-10-05 13:30:00
1539,14:00:00,91,77,63,11,10, 0 mph,29.7, 0.0 in,2022-10-05,2022-10-05 14:00:00
1540,14:30:00,84,79,84,1,10, 0 mph,29.7, 0.0 in,2022-10-05,2022-10-05 14:30:00
1541,15:00:00,86,75,70,10,12, 0 mph,29.7, 0.0 in,2022-10-05,2022-10-05 15:00:00
1542,15:30:00,88,77,70,11,7, 0 mph,29.7, 0.0 in,2022-10-05,2022-10-05 15:30:00
